tensor([[[[0.5556]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3985]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4410]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4842]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3327]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3673]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3862]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3731]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4968]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4449]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4419]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3407]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3980]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4127]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3586]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4249]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4695]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4094]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4074]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4116]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4135]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4554]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3570]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4301]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4400]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5196]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3620]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3747]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3689]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4106]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5187]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3906]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5103]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4374]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4442]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4200]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4392]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3739]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4643]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3262]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4164]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5608]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3741]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4828]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5140]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4585]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4145]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4451]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4068]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4487]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4421]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5724]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5278]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3941]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4573]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4138]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4707]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4171]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3993]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4484]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3875]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4629]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4297]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4336]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3673]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4352]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3806]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5075]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4000]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4864]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3770]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4471]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3946]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4483]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4900]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4291]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4813]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4208]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4498]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3980]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3968]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4265]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4075]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4275]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3809]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5402]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4611]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4109]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3584]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4644]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4891]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3844]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4327]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5484]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5103]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4042]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4459]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3917]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4342]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5207]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3901]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4440]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4955]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3713]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4245]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3945]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4115]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4501]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4866]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3644]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4986]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3978]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4591]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4635]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4102]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5561]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4913]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3945]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3673]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4221]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4348]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4138]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3959]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4272]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4316]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3661]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4268]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4789]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4904]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4650]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3845]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4372]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4049]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4425]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4446]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5781]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5009]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4608]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4485]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3961]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3600]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5015]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3823]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4295]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4388]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4529]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5009]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4154]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4234]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5603]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3969]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4447]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3696]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3757]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4453]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5075]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3835]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5093]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4893]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3772]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4348]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4287]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4302]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5057]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3596]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5185]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4315]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4196]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4674]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4478]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4367]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3637]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4121]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4435]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3976]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3633]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4001]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4994]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5314]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4350]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5998]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4010]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4157]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3911]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4391]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4149]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4489]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4105]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.2364]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3901]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4580]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4418]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3777]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4249]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3943]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4348]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4537]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4478]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4983]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4751]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3873]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4947]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3762]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4422]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4287]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3942]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3780]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3816]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4012]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5001]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5062]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4531]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3432]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4512]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5499]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4507]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4171]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3928]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4544]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3984]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4462]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4862]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4807]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4467]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3901]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3876]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3971]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4992]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5418]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4411]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4166]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4093]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3791]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3526]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4354]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4585]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4192]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4659]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3990]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4422]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4146]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3778]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4973]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4095]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3899]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4774]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4284]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4450]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4879]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4750]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4259]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3865]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4062]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4094]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3638]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4259]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4509]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3585]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4319]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3971]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4060]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3181]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4333]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4913]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4103]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4570]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4242]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4533]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4026]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4455]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3985]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4426]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4074]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4389]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3666]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4109]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4662]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3851]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3850]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3685]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4367]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4025]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4094]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3670]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3831]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3648]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4931]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4647]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4847]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4236]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4891]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3969]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3711]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4620]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3906]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4863]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5068]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4401]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3823]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4418]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4552]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3422]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3971]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4494]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3551]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4960]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4476]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4379]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3676]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3831]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4112]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4077]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3314]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3948]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3678]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4129]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4012]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4402]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4004]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4134]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4787]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3621]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4280]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4455]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3553]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4107]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4366]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4435]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4028]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4152]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4862]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3543]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4616]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4196]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4298]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3889]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4564]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4547]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3903]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3827]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4320]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5371]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3908]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4568]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4989]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3825]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4429]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4324]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4237]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3891]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4259]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3849]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4080]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5879]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4972]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4460]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3682]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3986]]]], device='cuda:0', grad_fn=<AddBackward0>)
